UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2010,39,4413842,2218572,2195270,1768710,1703473,272030,306297,22338,21188,124918,132654,4574,4397,26002,27261,1790071,1725840,279865,315429,32856,31955,135870,143940,8136,8021,1814484,1848549,1391786,1383822,258786,291643,15952,16199,122612,130305,3488,3459,21860,23121,1409537,1402599,264642,298805,24793,25332,132550,140474,6595,6604,404088,346721,376924,319651,13244,14654,6386,4989,2306,2349,1086,938,4142,4140,380534,323241,15223,16624,8063,6623,3320,3466,1541,1417
R,1,2010,40,4298117,2164846,2133271,1734795,1664979,259613,290462,21299,20221,120339,127180,4456,4254,24344,26175,1754713,1686330,266821,298896,31360,31010,130510,138033,7908,7744,1777946,1798762,1373814,1356257,246941,276761,15192,15314,118177,124898,3466,3421,20356,22111,1390222,1374104,252237,283300,23653,24399,127363,134658,6516,6468,386900,334509,360981,308722,12672,13701,6107,4907,2162,2282,990,833,3988,4064,364491,312226,14584,15596,7707,6611,3147,3375,1392,1276
R,1,2010,41,4090275,2052494,2037781,1644104,1590388,247263,276448,20633,19467,113932,123622,4014,3942,22548,23914,1662553,1609894,253773,283956,30314,29627,123151,133230,7185,7188,1688619,1720391,1304838,1297277,235310,263491,14684,14686,111945,121487,3052,3138,18790,20312,1319946,1313653,240002,269278,22843,23389,120309,130186,5867,6012,363875,317390,339266,293111,11953,12957,5949,4781,1987,2135,962,804,3758,3602,342607,296241,13771,14678,7471,6238,2842,3044,1318,1176
R,1,2010,42,4072392,2036626,2035766,1639193,1593892,245603,279691,20081,19732,106225,115591,3973,3892,21551,22968,1656853,1612536,251774,286869,29590,29693,114852,124733,6953,7043,1687223,1726488,1313448,1308426,233968,266968,14543,15062,104234,113573,3050,3117,17980,19342,1327967,1323960,238411,272372,22611,23578,112049,121787,5689,5882,349403,309278,325745,285466,11635,12723,5538,4670,1991,2018,923,775,3571,3626,328886,288576,13363,14497,6979,6115,2803,2946,1264,1161
R,1,2010,43,4099762,2046531,2053231,1650489,1614749,248904,282202,20135,19925,101582,109482,3968,3897,21453,22976,1668046,1633392,254953,289354,29753,30280,110079,118366,7026,7025,1706322,1751491,1333268,1336212,237530,269886,14657,15309,99701,107555,3105,3094,18061,19435,1347847,1351823,241926,275321,22897,24192,107434,115535,5783,5830,340209,301740,317221,278537,11374,12316,5478,4616,1881,1927,863,803,3392,3541,320199,281569,13027,14033,6856,6088,2645,2831,1243,1195
R,1,2010,44,4321377,2158829,2162548,1738389,1698046,266447,301511,21542,20989,106147,114021,4086,3972,22218,24009,1756379,1717530,272650,308660,31780,31889,114886,123364,7194,7340,1813619,1856006,1417180,1415337,254621,288767,15861,16234,104121,112061,3164,3154,18672,20453,1432126,1431738,259113,294180,24587,25757,112047,120486,5930,6107,345210,306542,321209,282709,11826,12744,5681,4755,2026,1960,922,818,3546,3556,324253,285792,13537,14480,7193,6132,2839,2878,1264,1233
R,1,2010,45,4557844,2269440,2288404,1841116,1811094,273513,312465,21917,22212,106096,113992,4185,4113,22613,24528,1859624,1830804,279376,319611,32714,34021,114797,123218,7449,7500,1932098,1984241,1526851,1530021,262263,300333,16301,17478,104113,111956,3322,3324,19248,21129,1542453,1546785,266626,305968,25644,27785,111983,120327,6177,6335,337342,304163,314265,281073,11250,12132,5616,4734,1983,2036,863,789,3365,3399,317171,284019,12750,13643,7070,6236,2814,2891,1272,1165
R,1,2010,46,4515844,2233361,2282483,1818513,1816029,262758,303077,21618,21764,103964,113278,3975,3993,22533,24342,1836892,1835656,268582,309977,32759,33621,112470,122454,7103,7316,1916472,1989225,1523676,1545464,251735,291210,16362,17037,102166,111332,3229,3211,19304,20971,1539223,1562200,256082,296563,26093,27474,109930,119623,6022,6117,316889,293258,294837,270565,11023,11867,5256,4727,1798,1946,746,782,3229,3371,297669,273456,12500,13414,6666,6147,2540,2831,1081,1199
R,1,2010,47,4530310,2241613,2288697,1829868,1828219,262139,301360,21387,21468,102027,109365,3950,3919,22242,24366,1847935,1847939,267703,308072,32471,33823,110572,118294,7056,7196,1936730,2005125,1546159,1566375,251692,289840,16275,17072,100195,107524,3194,3231,19215,21083,1561625,1583274,255900,295076,26010,28001,107981,115615,5993,6130,304883,283572,283709,261844,10447,11520,5112,4396,1832,1841,756,688,3027,3283,286310,264665,11803,12996,6461,5822,2591,2679,1063,1066
R,1,2010,48,4518214,2230139,2288075,1840008,1843181,252504,294936,20687,21504,91448,101112,3818,3699,21674,23643,1857737,1862319,257734,301453,31860,33877,99498,109438,6766,6807,1944756,2020985,1574185,1596610,243035,284356,15920,17158,89684,99302,3092,3004,18840,20555,1589439,1613044,247017,289520,25776,28116,97088,106881,5732,5766,285383,267090,265823,246571,9469,10580,4767,4346,1764,1810,726,695,2834,3088,268298,249275,10717,11933,6084,5761,2410,2557,1034,1041
R,1,2010,49,4638175,2287998,2350177,1878380,1884904,266290,307961,20904,22127,96329,106885,3877,3877,22218,24423,1896409,1904538,271791,314616,32291,35019,104674,115550,6937,7043,1999515,2078518,1609722,1633964,256445,297066,16160,17919,94611,105050,3184,3195,19393,21324,1625298,1650940,260693,302362,26298,29444,102278,112897,5921,6006,288483,271659,268658,250940,9845,10895,4744,4208,1718,1835,693,682,2825,3099,271111,253598,11098,12254,5993,5575,2396,2653,1016,1037
R,1,2010,50,4575432,2260271,2315161,1863398,1863911,258302,299791,20350,21567,92875,102445,3750,3724,21596,23723,1880960,1883000,263545,306270,31664,34373,100893,110685,6585,6759,1991571,2060105,1613439,1628768,249010,289375,15869,17428,91224,100698,3125,3128,18904,20708,1628642,1645259,253057,294493,25958,28876,98602,108169,5666,5806,268700,255056,249959,235143,9292,10416,4481,4139,1651,1747,625,596,2692,3015,252318,237741,10488,11777,5706,5497,2291,2516,919,953
R,1,2010,51,4401058,2162461,2238597,1786040,1807494,243456,284880,19280,20250,89714,99719,3463,3315,20508,22939,1802674,1825948,248388,291031,30222,32958,97197,107401,6181,6287,1919807,2003475,1560580,1590539,235043,275367,15051,16477,88280,98112,2868,2775,17985,20205,1575027,1606648,238888,280313,24845,27931,95133,105101,5302,5397,242654,235122,225460,216955,8413,9513,4229,3773,1434,1607,595,540,2523,2734,227647,219300,9500,10718,5377,5027,2064,2300,879,890
R,1,2010,52,4450438,2186421,2264017,1812028,1836164,242999,283696,19188,20290,88389,98208,3357,3196,20460,22463,1828617,1854215,247797,289561,30367,32983,95717,105707,6062,6025,1947856,2032314,1590233,1622130,234716,274476,15115,16630,86927,96698,2813,2673,18052,19707,1604736,1637786,238511,279169,25165,27988,93663,103537,5267,5202,238565,231703,221795,214034,8283,9220,4073,3660,1462,1510,544,523,2408,2756,223881,216429,9286,10392,5202,4995,2054,2170,795,823
R,1,2010,53,4296269,2099004,2197265,1743418,1780171,230265,275170,18202,19679,84490,97037,3100,3265,19529,21943,1759347,1797771,234836,281012,29046,32276,91414,104164,5599,5929,1878477,1978623,1538494,1578389,222577,266322,14374,16174,83143,95582,2599,2731,17290,19425,1552449,1593829,226177,271021,24163,27619,89533,102077,4872,5096,220527,218642,204924,201782,7688,8848,3828,3505,1347,1455,501,534,2239,2518,206898,203942,8659,9991,4883,4657,1881,2087,727,833
R,1,2010,54,4194180,2051457,2142723,1706341,1738699,222127,264180,17663,18671,83493,97026,2996,3069,18837,21078,1721625,1755628,226619,269740,28328,30874,89971,103828,5379,5658,1838477,1931543,1508720,1543958,214323,255453,13990,15431,82239,95559,2517,2569,16688,18573,1522140,1558727,217843,259878,23623,26446,88260,101773,4648,4902,212980,211180,197621,194741,7804,8727,3673,3240,1254,1467,479,500,2149,2505,199485,196901,8776,9862,4705,4428,1711,2055,731,756
R,1,2010,55,4172757,2040180,2132577,1700723,1736505,218506,260238,17285,18494,82323,93635,2957,3122,18386,20583,1715633,1752970,222853,265616,27666,30696,88567,100044,5369,5681,1837454,1929630,1512537,1549082,211197,252074,13864,15354,81095,92213,2492,2664,16269,18243,1525595,1563562,214610,256377,23261,26441,86833,98103,4675,4966,202726,202947,188186,187423,7309,8164,3421,3140,1228,1422,465,458,2117,2340,190038,189408,8243,9239,4405,4255,1734,1941,694,715
R,1,2010,56,3918064,1902171,2015893,1596433,1652148,195723,237886,16024,17322,74401,86774,2628,2855,16962,18908,1610263,1667361,199631,242688,25827,28681,80075,92627,4816,5168,1721312,1830056,1428812,1480531,189068,230427,12855,14403,73290,85498,2246,2424,15041,16773,1440945,1493893,192140,234271,21745,24753,78513,90842,4227,4530,180859,185837,167621,171617,6655,7459,3169,2919,1111,1276,382,431,1921,2135,169318,173468,7491,8417,4082,3928,1562,1785,589,638
R,1,2010,57,3872730,1878260,1994470,1578065,1635287,190359,233134,15477,16686,75285,88137,2593,2672,16481,18554,1591395,1650168,194087,237867,25338,27925,80669,93802,4702,4966,1706320,1815715,1418645,1470075,183979,226073,12548,13835,74219,86904,2195,2281,14734,16547,1430466,1483203,186943,229910,21551,24136,79208,92085,4125,4382,171940,178755,159420,165212,6380,7061,2929,2851,1066,1233,398,391,1747,2007,160929,166965,7144,7957,3787,3789,1461,1717,577,584
R,1,2010,58,3670742,1777224,1893518,1503071,1560556,176088,219231,14382,15483,66279,78531,2312,2471,15092,17246,1515438,1574412,179500,223761,23520,26295,70932,83384,4162,4521,1618671,1728621,1355738,1408025,170463,212730,11824,12988,65326,77423,1938,2141,13382,15314,1366618,1420205,173125,216405,20131,22886,69606,81798,3615,3979,158553,164897,147333,152531,5625,6501,2558,2495,953,1108,374,330,1710,1932,148820,154207,6375,7356,3389,3409,1326,1586,547,542
R,1,2010,59,3604311,1740148,1864163,1457542,1523115,180587,221115,14424,15367,70125,85037,2558,2526,14912,17003,1469622,1536726,184107,225574,23371,25877,74762,90003,4488,4596,1581361,1696994,1310183,1368592,174786,214427,11819,12878,69118,83841,2163,2145,13292,15111,1320861,1380546,177531,218000,20038,22519,73390,88365,3929,4026,158787,167169,147359,154523,5801,6688,2605,2489,1007,1196,395,381,1620,1892,148761,156180,6576,7574,3333,3358,1372,1638,559,570
R,1,2010,60,3561852,1718704,1843148,1448999,1514640,170741,212804,13677,14867,68639,82026,2370,2377,14278,16434,1460621,1527801,174041,217157,22406,25254,72970,86655,4276,4293,1570284,1684807,1311036,1367983,165399,206611,11337,12539,67713,80981,2043,2067,12756,14626,1321346,1379599,168014,210132,19336,22066,71677,85177,3779,3782,148420,158341,137963,146657,5342,6193,2340,2328,926,1045,327,310,1522,1808,139275,148202,6027,7025,3070,3188,1293,1478,497,511
R,1,2010,61,3426475,1645187,1781288,1397534,1477922,155821,195266,12742,13751,63398,76467,2050,2187,13642,15695,1408787,1490682,158862,199292,21393,23680,67272,80777,3676,4022,1511586,1635459,1273351,1342747,151023,189628,10647,11702,62580,75521,1769,1861,12216,14000,1283347,1354028,153426,192897,18633,20851,66128,79418,3257,3498,133601,145829,124183,135175,4798,5638,2095,2049,818,946,281,326,1426,1695,125440,136654,5436,6395,2760,2829,1144,1359,419,524
R,1,2010,62,3529453,1694091,1835362,1461929,1549078,144849,183632,12642,13442,59267,71289,2007,2007,13397,15914,1473007,1562126,147697,187498,21217,23790,63049,75469,3655,3814,1565744,1694785,1342421,1418488,140448,178400,10601,11466,58484,70411,1743,1719,12047,14301,1352313,1430114,142716,181547,18535,21042,61945,74225,3245,3368,128347,140577,119508,130590,4401,5232,2041,1976,783,878,264,288,1350,1613,120694,132012,4981,5951,2682,2748,1104,1244,410,446
R,1,2010,63,3118137,1490737,1627400,1288516,1375735,123705,159508,11189,11911,53468,64216,1771,1837,12088,14193,1298622,1387490,126296,163002,18939,21175,56774,67859,3241,3392,1375759,1499594,1181424,1257244,119750,154571,9361,10118,52829,63395,1530,1551,10865,12715,1190449,1267690,121806,157377,16511,18706,55848,66715,2888,2961,114978,127806,107092,118491,3955,4937,1828,1793,639,821,241,286,1223,1478,108173,119800,4490,5625,2428,2469,926,1144,353,431
R,1,2010,64,2620253,1244557,1375696,1063411,1148230,111615,146202,9504,10477,48185,56920,1708,1808,10134,12059,1071771,1158071,113871,149218,15772,18089,51077,60192,3035,3272,1137374,1256108,963558,1036831,107923,141782,7898,8915,47557,56221,1465,1569,8973,10790,970887,1045564,109674,144200,13611,15962,50203,59199,2673,2912,107183,119588,99853,111399,3692,4420,1606,1562,628,699,243,239,1161,1269,100884,112507,4197,5018,2161,2127,874,993,362,360
R,1,2010,65,2591434,1225804,1365630,1053959,1147162,105702,140463,8895,9937,45942,54885,1564,1703,9742,11480,1061988,1156650,107778,143201,15080,17287,48678,57974,2870,3137,1128578,1254279,962994,1043252,102473,136520,7518,8444,45405,54219,1373,1489,8815,10355,970218,1051746,104126,138762,13262,15254,47921,57042,2564,2813,97226,111351,90965,103910,3229,3943,1377,1493,537,666,191,214,927,1125,91770,104904,3652,4439,1818,2033,757,932,306,324
R,1,2010,66,2612023,1228853,1383170,1067128,1176259,100221,134958,8665,9549,42018,49568,1382,1457,9439,11379,1075027,1185684,102228,137656,14742,17079,44569,52430,2615,2798,1138854,1277777,983021,1077829,97212,131280,7330,8211,41543,48932,1213,1261,8535,10264,990125,1086288,98822,133469,12994,15212,43878,51544,2329,2477,89999,105393,84107,98430,3009,3678,1335,1338,475,636,169,196,904,1115,84902,99396,3406,4187,1748,1867,691,886,286,321
R,1,2010,67,2512064,1176594,1335470,1020103,1134358,96568,131106,8077,9021,41565,49109,1342,1439,8939,10437,1027615,1143037,98431,133647,13953,15867,43917,51725,2419,2631,1092834,1234871,941834,1040349,93660,127487,6940,7800,41107,48534,1184,1261,8109,9440,948610,1048152,95167,129586,12413,14182,43275,50930,2174,2354,83760,100599,78269,94009,2908,3619,1137,1221,458,575,158,178,830,997,79005,94885,3264,4061,1540,1685,642,795,245,277
R,1,2010,68,2201589,1023044,1178545,885208,998013,84247,117307,7231,7991,37355,44726,1241,1273,7762,9235,891668,1005660,85859,119450,12322,14011,39428,47132,2186,2366,947771,1089667,814621,914932,81802,114146,6216,6896,36966,44220,1093,1100,7073,8373,820485,921805,83120,115921,10982,12518,38864,46414,1954,2129,75273,88878,70587,83081,2445,3161,1015,1095,389,506,148,173,689,862,71183,83855,2739,3529,1340,1493,564,718,232,237
R,1,2010,69,2092860,965999,1126861,829033,948645,83609,115920,6950,7635,37856,44463,1213,1270,7338,8928,835180,955963,85127,118108,11593,13363,39956,46835,2102,2352,891303,1037270,759159,864769,81001,112704,5927,6670,37465,44000,1064,1094,6687,8033,764733,871299,82212,114492,10287,11981,39406,46180,1883,2089,74696,89591,69874,83876,2608,3216,1023,965,391,463,149,176,651,895,70447,84664,2915,3616,1306,1382,550,655,219,263
R,1,2010,70,1973900,908203,1065697,780945,898218,77589,109638,6179,7198,35522,41239,1106,1285,6862,8119,786677,904893,79043,111576,10558,12307,37447,43489,1920,2276,839301,982130,716421,819983,75251,106624,5304,6267,35119,40782,968,1123,6238,7351,721617,825996,76421,108194,9382,11021,36895,42853,1724,2035,68902,83567,64524,78235,2338,3014,875,931,403,457,138,162,624,768,65060,78897,2622,3382,1176,1286,552,636,196,241
R,1,2010,71,1914652,875863,1038789,756740,881183,72829,103812,6058,6811,32676,38166,994,1122,6566,7695,762234,887551,74203,105612,10332,11692,34439,40257,1767,2047,810800,958907,695772,806438,70644,100859,5189,5899,32323,37756,880,980,5992,6975,700769,812159,71771,102322,9182,10478,33955,39674,1590,1829,65063,79882,60968,74745,2185,2953,869,912,353,410,114,142,574,720,61465,75392,2432,3290,1150,1214,484,583,177,218
R,1,2010,72,1807185,821247,985938,708055,833770,69753,100102,5512,6333,30927,37334,979,1106,6021,7293,713069,839756,71068,101896,9336,10972,32636,39299,1720,1964,760738,910672,651306,763458,67707,97311,4768,5417,30609,36899,853,975,5495,6612,655855,768843,68799,98775,8358,9777,32190,38706,1530,1765,60509,75266,56749,70312,2046,2791,744,916,318,435,126,131,526,681,57214,70913,2269,3121,978,1195,446,593,190,199
R,1,2010,73,1711606,769625,941981,665219,799552,64292,94105,5090,5892,28631,34814,834,925,5559,6693,669849,805040,65480,95702,8642,10048,30198,36754,1470,1733,712921,869225,611981,731362,62380,91505,4386,5054,28360,34426,724,830,5090,6048,616196,736287,63373,92821,7720,8922,29807,36199,1316,1570,56704,72756,53238,68190,1912,2600,704,838,271,388,110,95,469,645,53653,68753,2107,2881,922,1126,391,555,154,163
R,1,2010,74,1674227,744831,929396,642996,786200,64115,94943,4780,5835,26889,34759,774,978,5277,6681,647389,791673,65228,96561,8121,10073,28382,36628,1408,1728,690051,858550,591516,719740,62274,92415,4114,5052,26618,34411,694,837,4835,6095,595515,724698,63200,93791,7263,9027,27997,36125,1291,1534,54780,70846,51480,66460,1841,2528,666,783,271,348,80,141,442,586,51874,66975,2028,2770,858,1046,385,503,117,194
R,1,2010,75,1602582,706728,895854,612515,761872,59556,89599,4300,5375,24563,31876,810,895,4984,6237,616701,767013,60604,91092,7445,9237,25978,33659,1415,1637,655535,829373,564386,699434,57865,87346,3702,4650,24303,31525,732,769,4547,5649,568193,704069,58726,88571,6649,8259,25597,33152,1286,1443,51193,66481,48129,62438,1691,2253,598,725,260,351,78,126,437,588,48508,62944,1878,2521,796,978,381,507,129,194
R,1,2010,76,1468520,640857,827663,556717,703655,52746,82307,3877,4829,22326,30383,670,786,4521,5703,560524,708382,53674,83666,6683,8340,23647,32012,1220,1487,595702,767281,514211,647005,51276,80135,3336,4169,22108,30083,599,689,4172,5200,517715,651277,52054,81273,5998,7453,23329,31599,1107,1342,45155,60382,42506,56650,1470,2172,541,660,218,300,71,97,349,503,42809,57105,1620,2393,685,887,318,413,113,145
R,1,2010,77,1481134,637008,844126,554438,719235,52521,83801,3775,4956,21293,29695,656,734,4325,5705,558047,723898,53467,85227,6447,8536,22538,31251,1179,1421,592979,784446,513002,663276,51107,81697,3249,4297,21082,29363,573,635,3966,5178,516290,667490,51894,82874,5752,7648,22249,30790,1065,1266,44029,59680,41436,55959,1414,2104,526,659,211,332,83,99,359,527,41757,56408,1573,2353,695,888,289,461,114,155
R,1,2010,78,1389754,592014,797740,523846,691496,42548,70401,3136,4122,18113,25936,551,701,3820,5084,527056,695737,43375,71605,5555,7255,19179,27362,1028,1306,551756,743290,485774,640092,41353,68654,2690,3579,17953,25675,482,608,3504,4682,488705,643973,42056,69691,4962,6531,18938,26996,919,1169,40258,54450,38072,51404,1195,1747,446,543,160,261,69,93,316,402,38351,51764,1319,1914,593,724,241,366,109,137
R,1,2010,79,1405180,589092,816088,518697,705119,43884,73097,3321,4231,18808,27736,587,688,3795,5217,521892,709440,44705,74327,5663,7478,19938,29185,1044,1319,548363,759463,480315,651831,42588,71194,2830,3621,18641,27463,521,589,3468,4765,483214,655756,43269,72223,5020,6663,19684,28806,945,1174,40729,56625,38382,53288,1296,1903,491,610,167,273,66,99,327,452,38678,53684,1436,2104,643,815,254,379,99,145
R,1,2010,80,1306911,538582,768329,475933,664914,39051,69260,2888,3834,16812,24882,465,618,3433,4821,478820,668837,39786,70461,5017,6800,17806,26275,907,1230,501975,716941,441325,616552,37967,67541,2469,3252,16664,24601,405,539,3145,4456,443960,620155,38584,68589,4460,6053,17588,25907,817,1106,36607,51388,34608,48362,1084,1719,419,582,148,281,60,79,288,365,34860,48682,1202,1872,557,747,218,368,90,124
R,1,2010,81,1240621,502560,738061,446891,643041,34550,63295,2550,3469,14928,23146,460,562,3181,4548,449616,646782,35175,64454,4575,6312,15801,24386,843,1099,469043,690000,415166,597802,33603,61647,2164,2962,14781,22926,403,496,2926,4167,417660,601227,34125,62622,4070,5636,15591,24067,758,992,33517,48061,31725,45239,947,1648,386,507,147,220,57,66,255,381,31956,45555,1050,1832,505,676,210,319,85,107
R,1,2010,82,1183253,469313,713940,417983,623826,31705,60382,2297,3370,14035,21478,374,555,2919,4329,420503,627410,32248,61407,4143,6117,14867,22646,698,1091,439544,670376,389787,582748,30867,58967,1951,2904,13910,21272,329,484,2700,4001,392106,586042,31339,59853,3686,5510,14681,22367,621,973,29769,43564,28196,41078,838,1415,346,466,125,206,45,71,219,328,28397,41368,909,1554,457,607,186,279,77,118
R,1,2010,83,1082502,418364,664138,374040,583177,27400,54254,1991,2928,12108,19335,305,522,2520,3922,376190,586408,27913,55234,3592,5400,12811,20408,594,995,391534,623885,348638,545220,26581,52927,1719,2522,11999,19136,268,464,2329,3616,350619,548193,27009,53775,3234,4849,12656,20132,536,901,26830,40253,25402,37957,819,1327,272,406,109,199,37,58,191,306,25571,38215,904,1459,358,551,155,276,58,94
R,1,2010,84,1016536,381094,635442,340195,558025,25019,51985,1775,2732,11449,18515,279,444,2377,3741,342209,561090,25528,52955,3260,5095,12131,19487,565,878,357049,597760,317378,522517,24356,50707,1528,2367,11352,18328,248,388,2187,3453,319236,525340,24789,51528,2917,4621,11975,19227,508,794,24045,37682,22817,35508,663,1278,247,365,97,187,31,56,190,288,22973,35750,739,1427,343,474,156,260,57,84
R,1,2010,85,941748,343891,597857,308232,529642,21171,45472,1677,2593,10482,16271,278,397,2051,3482,309964,532535,21618,46329,2986,4832,11037,17161,508,794,322561,563895,288029,497607,20576,44349,1441,2243,10390,16126,241,344,1884,3226,289621,500288,20949,45086,2674,4367,10902,16946,446,705,21330,33962,20203,32035,595,1123,236,350,92,145,37,53,167,256,20343,32247,669,1243,312,465,135,215,62,89
R,1,2010,86,823175,293794,529381,264069,470938,17490,38922,1305,2179,9012,13979,218,353,1700,3010,265515,473470,17847,39648,2377,4116,9485,14750,414,695,274520,499971,245742,443186,16990,37956,1109,1896,8928,13847,190,309,1561,2777,247074,445516,17283,38570,2116,3732,9366,14562,368,623,19274,29410,18327,27752,500,966,196,283,84,132,28,44,139,233,18441,27954,564,1078,261,384,119,188,46,72
R,1,2010,87,731654,252730,478924,226708,425329,15004,35569,1174,1966,8103,12944,183,315,1558,2801,228033,427645,15342,36276,2131,3791,8548,13644,382,631,236535,452435,211376,400359,14527,34697,1010,1705,8045,12820,157,282,1420,2572,212580,402484,14812,35295,1903,3424,8460,13465,333,569,16195,26489,15332,24970,477,872,164,261,58,124,26,33,138,229,15453,25161,530,981,228,367,88,179,49,62
R,1,2010,88,666656,223512,443144,202593,398408,11974,29751,977,1773,6476,10479,151,254,1341,2479,203739,400474,12266,30354,1815,3418,6850,11096,317,551,209946,420169,189744,376707,11589,29007,833,1550,6429,10381,121,219,1230,2305,190796,378623,11836,29536,1616,3113,6772,10947,274,485,13566,22975,12849,21701,385,744,144,223,47,98,30,35,111,174,12943,21851,430,818,199,305,78,149,43,66
R,1,2010,89,552680,177018,375662,159955,336339,9401,25481,804,1549,5632,9895,131,228,1095,2170,160862,338149,9661,26025,1465,2947,5976,10442,268,482,165798,354795,149329,316704,9051,24719,688,1349,5604,9821,111,202,1015,2000,150165,318365,9275,25176,1318,2680,5926,10326,238,437,11220,20867,10626,19635,350,762,116,200,28,74,20,26,80,170,10697,19784,386,849,147,267,50,116,30,45
R,1,2010,90,443245,136752,306493,122690,272746,7919,22424,600,1258,4606,8041,100,211,837,1813,123384,274235,8105,22870,1124,2445,4853,8504,201,419,127984,290283,114416,257449,7654,21888,505,1106,4559,7974,84,178,766,1688,115049,258835,7805,22275,994,2236,4790,8404,179,369,8768,16210,8274,15297,265,536,95,152,47,67,16,33,71,125,8335,15400,300,595,130,209,63,100,22,50
R,1,2010,91,375540,110724,264816,100872,239533,5153,16257,523,1050,3390,6280,97,172,689,1524,101467,240823,5304,16645,951,2044,3587,6639,179,353,103709,251321,94259,226832,4932,15780,447,925,3364,6225,82,151,625,1408,94802,228027,5058,16112,850,1865,3541,6559,154,314,7015,13495,6613,12701,221,477,76,125,26,55,15,21,64,116,6665,12796,246,533,101,179,46,80,25,39
R,1,2010,92,296855,82965,213890,75389,192978,3768,13229,381,821,2788,5458,90,134,549,1270,75857,194021,3899,13559,726,1660,2933,5763,163,282,77599,202693,70311,182392,3613,12858,330,730,2766,5410,74,122,505,1181,70744,183357,3725,13147,657,1533,2897,5691,140,257,5366,11197,5078,10586,155,371,51,91,22,48,16,12,44,89,5113,10664,174,412,69,127,36,72,23,25
R,1,2010,93,233923,61554,172369,55891,155716,2767,10359,262,664,2149,4443,57,119,428,1068,56254,156627,2861,10614,527,1389,2273,4680,109,231,57450,163299,52015,147175,2633,10040,223,587,2137,4403,49,101,393,993,52348,148029,2714,10257,471,1275,2251,4622,93,200,4104,9070,3876,8541,134,319,39,77,12,40,8,18,35,75,3906,8598,147,357,56,114,22,58,16,31
R,1,2010,94,183232,44908,138324,40813,125202,1837,7919,224,593,1673,3637,43,96,318,877,41080,125934,1911,8152,418,1160,1765,3838,84,205,41569,130578,37661,117874,1729,7677,194,522,1657,3613,36,83,292,809,37905,118548,1793,7876,378,1060,1741,3792,72,179,3339,7746,3152,7328,108,242,30,71,16,24,7,13,26,68,3175,7386,118,276,40,100,24,46,12,26
R,1,2010,95,144576,33078,111498,29837,100588,1471,6718,162,471,1316,2915,31,72,261,734,30060,101211,1532,6896,324,973,1391,3076,71,147,30404,104901,27299,94372,1403,6482,136,411,1306,2891,25,63,235,682,27500,94951,1454,6636,284,892,1374,3038,62,129,2674,6597,2538,6216,68,236,26,60,10,24,6,9,26,52,2560,6260,78,260,40,81,17,38,9,18
R,1,2010,96,104072,22208,81864,20050,74059,917,4656,113,373,925,2136,27,58,176,582,20197,74547,960,4798,217,763,978,2269,51,130,20225,76577,18186,69068,852,4480,93,326,914,2116,22,50,158,537,18320,69518,884,4605,190,690,960,2239,41,118,1983,5287,1864,4991,65,176,20,47,11,20,5,8,18,45,1877,5029,76,193,27,73,18,30,10,12
R,1,2010,97,78394,15368,63026,13698,56789,646,3715,109,290,738,1745,24,53,153,434,13823,57151,694,3839,196,583,790,1836,49,100,13861,58704,12279,52710,606,3568,90,257,732,1729,21,46,133,394,12390,53040,640,3670,170,531,777,1811,39,86,1507,4322,1419,4079,40,147,19,33,6,16,3,7,20,40,1433,4111,54,169,26,52,13,25,10,14
R,1,2010,98,51582,9380,42202,8414,38532,301,1922,69,210,496,1196,11,32,89,310,8481,38793,332,2002,122,422,526,1265,30,71,8355,39173,7451,35684,272,1810,57,184,490,1184,8,27,77,284,7508,35926,297,1877,104,383,514,1246,23,60,1025,3029,963,2848,29,112,12,26,6,12,3,5,12,26,973,2867,35,125,18,39,12,19,7,11
