UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,3,2010,82,1181984,469328,712656,417993,622593,31567,60110,2324,3334,14126,21731,392,560,2926,4328,420514,626167,32115,61147,4176,6045,14967,22924,722,1097,439053,668477,389320,580927,30718,58667,1979,2880,13992,21516,345,494,2699,3993,391631,584211,31191,59562,3716,5442,14777,22630,644,984,30275,44179,28673,41666,849,1443,345,454,134,215,47,66,227,335,28883,41956,924,1585,460,603,190,294,78,113
R,3,2010,83,1086737,420786,665951,375849,584294,27689,54564,2008,2988,12357,19630,311,524,2572,3951,378046,587549,28202,55550,3640,5510,13080,20697,604,999,393674,625347,350175,546036,26880,53213,1722,2567,12249,19432,274,458,2374,3641,352198,549026,27308,54059,3268,4945,12916,20422,543,896,27112,40604,25674,38258,809,1351,286,421,108,198,37,66,198,310,25848,38523,894,1491,372,565,164,275,61,103
R,3,2010,84,1011045,379687,631358,339099,554240,24852,51679,1767,2761,11331,18462,282,440,2356,3776,341105,557340,25370,52655,3251,5133,11977,19443,552,881,355391,593637,316057,518675,24159,50425,1528,2405,11238,18275,245,387,2164,3470,317900,521518,24597,51249,2918,4654,11833,19183,492,797,24296,37721,23042,35565,693,1254,239,356,93,187,37,53,192,306,23205,35822,773,1406,333,479,144,260,60,84
R,3,2010,85,940762,343859,596903,307837,527907,21447,45929,1679,2611,10555,16567,281,409,2060,3480,309571,530787,21892,46786,2977,4851,11139,17470,523,810,322215,562363,287340,495336,20838,44785,1433,2242,10456,16410,250,359,1898,3231,288937,498009,21211,45525,2652,4371,10997,17243,472,728,21644,34540,20497,32571,609,1144,246,369,99,157,31,50,162,249,20634,32778,681,1261,325,480,142,227,51,82
R,3,2010,86,830099,296021,534078,265904,474600,17674,39537,1362,2225,9105,14286,215,351,1761,3079,267407,477199,18044,40279,2480,4209,9585,15066,417,698,276736,504241,247561,446435,17176,38567,1166,1929,9025,14162,184,307,1624,2841,248950,448832,17482,39194,2224,3810,9470,14882,368,624,19285,29837,18343,28165,498,970,196,296,80,124,31,44,137,238,18457,28367,562,1085,256,399,115,184,49,74
R,3,2010,87,728919,251999,476920,226155,423796,14836,35149,1162,1946,8134,12934,189,335,1523,2760,227443,426076,15156,35852,2110,3729,8565,13646,383,651,235609,450569,210622,398945,14365,34269,995,1696,8073,12812,161,299,1393,2548,211797,401047,14635,34870,1880,3382,8475,13473,335,590,16390,26351,15533,24851,471,880,167,250,61,122,28,36,130,212,15646,25029,521,982,230,347,90,173,48,61
R,3,2010,88,663596,222680,440916,201416,395597,12060,29976,1010,1798,6676,10770,148,249,1370,2526,202584,397689,12361,30591,1852,3474,7075,11382,313,554,208810,417495,188276,373466,11668,29230,866,1572,6626,10667,123,215,1251,2345,189344,375399,11920,29766,1653,3169,6992,11228,272,488,13870,23421,13140,22131,392,746,144,226,50,103,25,34,119,181,13240,22290,441,825,199,305,83,154,41,66
R,3,2010,89,554922,178622,376300,161619,337265,9401,25300,782,1534,5577,9813,139,231,1104,2157,162548,339069,9662,25840,1457,2921,5913,10363,274,480,167385,355652,150992,317837,9043,24549,669,1341,5545,9737,115,204,1021,1984,151850,319490,9266,24999,1311,2655,5858,10246,240,433,11237,20648,10627,19428,358,751,113,193,32,76,24,27,83,173,10698,19579,396,841,146,266,55,117,34,47
R,3,2010,90,460320,142079,318241,127643,283337,7995,23032,645,1325,4807,8430,99,213,890,1904,128381,284911,8194,23509,1197,2587,5066,8899,204,420,132737,300968,118804,267053,7731,22448,542,1153,4766,8360,84,183,810,1771,119474,268518,7893,22864,1052,2350,5007,8795,181,377,9342,17273,8839,16284,264,584,103,172,41,70,15,30,80,133,8907,16393,301,645,145,237,59,104,23,43
R,3,2010,91,369736,108724,261012,98619,235456,5319,16459,514,1024,3477,6380,102,168,693,1525,99216,236733,5472,16842,952,2008,3663,6753,187,366,101859,247581,92151,222827,5098,15980,437,898,3447,6319,86,145,640,1412,92703,224009,5229,16309,856,1832,3618,6665,163,323,6865,13431,6468,12629,221,479,77,126,30,61,16,23,53,113,6513,12724,243,533,96,176,45,88,24,43
R,3,2010,92,297300,83379,213921,75864,193053,3773,13110,382,862,2752,5482,83,145,525,1269,76306,194110,3900,13428,705,1698,2908,5786,152,291,77793,202508,70592,182262,3605,12719,325,766,2731,5441,68,133,472,1187,70990,183248,3711,12999,625,1565,2869,5724,127,267,5586,11413,5272,10791,168,391,57,96,21,41,15,12,53,82,5316,10862,189,429,80,133,39,62,25,24
R,3,2010,93,236268,62329,173939,56553,157016,2767,10525,274,679,2243,4511,58,119,434,1089,56924,157935,2862,10803,545,1401,2364,4762,111,236,58165,164733,52634,148340,2625,10210,233,605,2228,4470,49,100,396,1008,52973,149192,2704,10447,485,1292,2338,4700,95,205,4164,9206,3919,8676,142,315,41,74,15,41,9,19,38,81,3951,8743,158,356,60,109,26,62,16,31
R,3,2010,94,184829,45742,139087,41519,125849,1927,7955,210,578,1710,3724,45,93,331,888,41796,126590,2001,8177,417,1166,1805,3926,90,204,42362,131351,38310,118531,1826,7712,185,511,1695,3696,37,81,309,820,38568,119216,1892,7899,381,1068,1784,3880,77,178,3380,7736,3209,7318,101,243,25,67,15,28,8,12,22,68,3228,7374,109,278,36,98,21,46,13,26
R,3,2010,95,143975,32980,110995,29764,100218,1405,6523,181,468,1336,2970,33,79,261,737,29988,100834,1466,6706,333,967,1414,3139,73,158,30310,104376,27244,93965,1328,6296,152,412,1324,2948,28,70,234,685,27447,94539,1376,6459,294,891,1394,3097,62,139,2670,6619,2520,6253,77,227,29,56,12,22,5,9,27,52,2541,6295,90,247,39,76,20,42,11,19
R,3,2010,96,105281,22298,82983,20150,75056,878,4694,116,385,944,2216,23,58,187,574,20305,75544,928,4832,228,777,998,2338,48,119,20277,77582,18244,69968,817,4510,99,334,933,2193,18,50,166,527,18382,70416,858,4629,199,699,980,2305,39,108,2021,5401,1906,5088,61,184,17,51,11,23,5,8,21,47,1923,5128,70,203,29,78,18,33,9,11
R,3,2010,97,77247,15250,61997,13638,55961,618,3519,107,301,721,1724,23,47,143,445,13757,56335,658,3643,189,598,767,1819,45,98,13721,57716,12200,51919,578,3373,87,264,713,1710,19,39,124,411,12305,52267,605,3477,163,546,752,1797,35,83,1529,4281,1438,4042,40,146,20,37,8,14,4,8,19,34,1452,4068,53,166,26,52,15,22,10,15
R,3,2010,98,52961,9649,43312,8575,39295,357,2208,65,201,528,1251,16,40,108,317,8662,39562,391,2296,128,411,565,1325,41,84,8564,40122,7554,36291,326,2095,54,177,523,1240,13,35,94,284,7628,36534,352,2165,111,370,556,1305,32,72,1085,3190,1021,3004,31,113,11,24,5,11,3,5,14,33,1034,3028,39,131,17,41,9,20,9,12
R,3,2010,99,37842,6253,31589,5450,28420,262,1749,49,177,401,970,10,28,81,245,5513,28616,285,1824,94,337,428,1028,25,60,5432,29100,4685,26061,237,1674,41,154,394,961,8,24,67,226,4740,26243,252,1739,81,304,414,1013,19,51,821,2489,765,2359,25,75,8,23,7,9,2,4,14,19,773,2373,33,85,13,33,14,15,6,9
R,3,2010,100,68374,9721,58653,8310,52902,405,2759,95,333,733,2071,25,76,153,512,8428,53320,459,2915,179,660,790,2201,55,146,7969,53043,6674,47625,360,2565,73,290,714,2047,20,62,128,454,6773,47999,401,2696,148,589,760,2154,45,118,1752,5610,1636,5277,45,194,22,43,19,24,5,14,25,58,1655,5321,58,219,31,71,30,47,10,28
R,4,2010,999,308977944,152481734,156496210,121882630,123613211,19103691,20867262,1603395,1590549,6894174,7381029,298935,288987,2698909,2755172,124235390,126000250,20201169,22005797,2494585,2530057,7907237,8393346,582755,574265,126850248,132612405,98312773,101754969,18105375,19849844,1175242,1207185,6725261,7213315,228725,226470,2302872,2360622,100316419,103795764,19021712,20806556,1913643,1994141,7622217,8108879,466088,465417,25631486,23883805,23569857,21858242,998316,1017418,428153,383364,168913,167714,70210,62517,396037,394550,23918971,22204486,1179457,1199241,580942,535916,285020,284467,116667,108848
R,4,2010,0,4300989,2198684,2102305,1628499,1556223,339038,324471,31924,30534,101402,97544,5495,5259,92326,88274,1712359,1636400,388202,371475,50173,47982,135836,130472,12816,12260,1623302,1552468,1120788,1071099,305000,291914,20389,19498,96400,92769,3872,3708,76853,73480,1191002,1138229,346819,331899,33330,31870,125601,120693,9297,8897,575382,549837,507711,485124,34038,32557,11535,11036,5002,4775,1623,1551,15473,14794,521357,498171,41383,39576,16843,16112,10235,9779,3519,3363
R,4,2010,1,4268971,2181358,2087613,1620999,1546979,332596,321937,31238,30214,103490,99566,5493,5180,87542,83737,1700283,1622782,378325,365842,48976,47184,136689,131207,12550,11884,1615597,1544651,1120905,1067365,299463,289808,20031,19283,98522,94939,3867,3664,72809,69592,1187194,1130684,338228,327009,32691,31380,126773,121856,9152,8673,565761,542962,500094,479614,33133,32129,11207,10931,4968,4627,1626,1516,14733,14145,513089,492098,40097,38833,16285,15804,9916,9351,3398,3211
R,4,2010,2,4330367,2212307,2118060,1645282,1569037,334907,325673,31365,30582,107049,103264,5621,5273,88083,84231,1725032,1645217,380750,369739,49247,47718,140574,135172,12735,12012,1636064,1564710,1135435,1079967,301353,292998,20160,19494,101944,98578,3950,3730,73222,69943,1202071,1143531,340164,330285,32924,31703,130497,125737,9291,8773,576243,553350,509847,489070,33554,32675,11205,11088,5105,4686,1671,1543,14861,14288,522961,501686,40586,39454,16323,16015,10077,9435,3444,3239
R,4,2010,3,4334520,2215965,2118555,1653388,1575383,335090,323387,31176,29827,103895,101545,5378,5114,87038,83299,1732207,1650802,380315,366986,48923,46801,136964,132959,12423,11753,1639853,1567179,1142326,1085908,301941,291777,20171,19453,99202,97114,3859,3656,72354,69271,1208189,1148941,340251,328739,32841,31583,127358,123871,9119,8604,576112,551376,511062,489475,33149,31610,11005,10374,4693,4431,1519,1458,14684,14028,524018,501861,40064,38247,16082,15218,9606,9088,3304,3149
R,4,2010,4,4222771,2158812,2063959,1621889,1542360,318807,310795,28790,28045,101328,98254,5285,5011,82713,79494,1696891,1614413,361458,351995,45759,44357,132838,128401,12021,11385,1607474,1535923,1132671,1074035,286400,279216,19278,18873,96625,93967,3706,3550,68794,66282,1195392,1134406,322463,314124,31477,30632,123484,119776,8748,8365,551338,528036,489218,468325,32407,31579,9512,9172,4703,4287,1579,1461,13919,13212,501499,480007,38995,37871,14282,13725,9354,8625,3273,3020
R,4,2010,5,4180167,2137271,2042896,1609978,1533214,310753,300363,27872,27046,102978,100066,5365,5134,80325,77073,1682762,1602971,351496,339759,44451,42991,134130,129746,11972,11444,1603817,1532013,1133939,1077421,281654,272449,18917,18442,98367,95691,3735,3547,67205,64463,1195139,1136046,316245,305929,30938,30018,125148,121163,8764,8326,533454,510883,476039,455793,29099,27914,8955,8604,4611,4375,1630,1587,13120,12610,487623,466925,35251,33830,13513,12973,8982,8583,3208,3118
R,4,2010,6,4195907,2145080,2050827,1628719,1551179,303410,294758,27236,26253,101540,98404,5168,4941,79007,75292,1700391,1619498,343597,333287,43682,41950,131806,127005,11700,11109,1627246,1554594,1159289,1101568,281492,273511,18658,18054,97450,94546,3707,3518,66650,63397,1220020,1159348,315868,306411,30834,29653,123674,119272,8715,8242,517834,496233,469430,449611,21918,21247,8578,8199,4090,3858,1461,1423,12357,11895,480371,460150,27729,26876,12848,12297,8132,7733,2985,2867
R,4,2010,7,4127737,2110725,2017012,1606125,1528249,298303,290040,26042,25669,99889,96335,5019,4680,75347,72039,1674306,1593505,336550,326912,41947,40876,128695,123602,11400,10593,1608131,1536003,1146142,1088410,280063,272522,18159,17681,96334,92992,3762,3490,63671,60908,1203955,1143783,312803,304168,30028,29019,121393,116667,8729,8072,502594,481009,459983,439839,18240,17518,7883,7988,3555,3343,1257,1190,11676,11131,470351,449722,23747,22744,11919,11857,7302,6935,2671,2521
R,4,2010,8,4128715,2108863,2019852,1605092,1530813,303810,295920,25617,25003,95740,92769,4793,4615,73811,70732,1671931,1594827,341502,332281,41435,40147,123523,119201,10917,10475,1615619,1546979,1153049,1097616,286021,278617,18087,17666,92333,89607,3579,3452,62550,60021,1209878,1152093,318392,309912,30004,29082,116531,112667,8356,8042,493244,472873,452043,433197,17789,17303,7530,7337,3407,3162,1214,1163,11261,10711,462053,442734,23110,22369,11431,11065,6992,6534,2561,2433
R,4,2010,9,4171008,2131350,2039658,1618017,1541906,310930,302905,25777,24895,98437,94934,4998,4784,73191,70234,1684180,1605430,348130,338798,41553,40069,126117,121274,11213,10659,1648419,1578053,1177642,1121175,291928,284377,18036,17579,94932,91607,3693,3507,62188,59808,1234037,1175420,323949,315317,30010,29158,119076,114645,8565,8152,482931,461605,440375,420731,19002,18528,7741,7316,3505,3327,1305,1277,11003,10426,450143,430010,24181,23481,11543,10911,7041,6629,2648,2507
R,4,2010,10,3967549,2031897,1935652,1550221,1468348,297768,289420,24450,23210,87034,84391,4558,4313,67866,65970,1611763,1528142,332626,323706,39286,37554,111998,108392,10107,9684,1589824,1516596,1148279,1087763,279284,271746,17243,16494,83643,81170,3226,3072,58149,56351,1201180,1139007,309569,301460,28743,27494,105507,102125,7584,7308,442073,419056,401942,380585,18484,17674,7207,6716,3391,3221,1332,1241,9717,9619,410583,389135,23057,22246,10543,10060,6491,6267,2523,2376
R,4,2010,11,3975093,2032891,1942202,1551592,1473443,301545,293288,24702,23529,84537,83734,4607,4395,65908,63813,1611347,1531277,335378,326471,39216,37576,108587,106703,10177,9575,1607664,1536231,1164917,1105035,283526,275587,17703,17075,81274,80596,3364,3173,56880,54765,1216608,1154827,313243,304506,29084,27971,102354,100677,7884,7313,425227,405971,386675,368408,18019,17701,6999,6454,3263,3138,1243,1222,9028,9048,394739,376450,22135,21965,10132,9605,6233,6026,2293,2262
R,4,2010,12,3938115,2015519,1922596,1535645,1457730,303031,292893,24049,23219,85994,83771,4517,4207,62283,60776,1591996,1512705,334970,324381,37846,36524,108660,105729,9734,9190,1598632,1526262,1156142,1097382,285462,276033,17331,16787,82851,80755,3315,3062,53531,52243,1204710,1144731,313356,303464,28022,27198,102715,100020,7501,7063,416887,396334,379503,360348,17569,16860,6718,6432,3143,3016,1202,1145,8752,8533,387286,367974,21614,20917,9824,9326,5945,5709,2233,2127
R,4,2010,13,3975794,2032852,1942942,1553668,1476103,303758,295488,24318,23491,86555,85180,4539,4185,60014,58495,1607923,1528870,333858,325162,38151,36837,108473,106396,9626,9255,1617764,1548064,1175540,1116636,286284,278678,17509,17086,83453,82218,3276,3040,51702,50406,1222395,1162212,312547,304645,28396,27572,102766,100864,7400,7136,415088,394878,378128,359467,17474,16810,6809,6405,3102,2962,1263,1145,8312,8089,385528,366658,21311,20517,9755,9265,5707,5532,2226,2119
R,4,2010,14,4066561,2083096,1983465,1592730,1507920,314134,305048,24654,23584,87582,85516,4623,4391,59373,57006,1646193,1559146,343553,333747,38726,37019,109377,106195,9940,9369,1665332,1586219,1211888,1145822,296554,288183,17882,17269,84487,82643,3354,3231,51167,49071,1258047,1190042,322193,313257,29031,27952,103703,100695,7694,7261,417764,397246,380842,362098,17580,16865,6772,6315,3095,2873,1269,1160,8206,7935,388146,369104,21360,20490,9695,9067,5674,5500,2246,2108
R,4,2010,15,4105428,2104124,2001304,1604551,1517929,325513,316018,25233,24117,87068,83415,4771,4397,56988,55428,1655634,1567523,353234,343420,39301,37740,107916,103571,9971,9391,1688132,1607346,1225258,1159041,307878,299049,18336,17689,84105,80507,3455,3238,49100,47822,1269335,1201927,332050,322946,29517,28570,102523,98282,7685,7277,415992,393958,379293,358888,17635,16969,6897,6428,2963,2908,1316,1159,7888,7606,386299,365596,21184,20474,9784,9170,5393,5289,2286,2114
R,4,2010,16,4163903,2134403,2029500,1624644,1535118,337181,328486,25908,25327,87123,82431,4758,4590,54789,53548,1673705,1582873,363204,354531,40121,39270,107245,101618,9888,9536,1717482,1636472,1243955,1177329,319547,311210,19062,18785,84195,79631,3518,3483,47205,46034,1286289,1218429,342174,333852,30429,29953,101963,96506,7738,7521,416921,393028,380689,357789,17634,17276,6846,6542,2928,2800,1240,1107,7584,7514,387416,364444,21030,20679,9692,9317,5282,5112,2150,2015
R,4,2010,17,4270405,2191653,2078752,1668293,1572298,350211,339329,27121,26371,87912,83935,4821,4585,53295,52234,1715836,1618757,374723,363833,41493,40812,107842,102823,9859,9578,1767915,1682786,1281006,1211398,332538,322296,19926,19631,84948,81064,3565,3397,45932,45000,1322046,1251477,353773,343552,31532,31323,102624,97745,7716,7494,423738,395966,387287,360900,17673,17033,7195,6740,2964,2871,1256,1188,7363,7234,393790,367280,20950,20281,9961,9489,5218,5078,2143,2084
R,4,2010,18,4343942,2227664,2116278,1701007,1605733,352485,343194,28216,27312,88570,83985,4933,4555,52453,51499,1747655,1651409,375749,366639,43379,42040,108108,102766,10015,9589,1801500,1721897,1310959,1246285,335096,326268,20924,20574,85655,81146,3740,3428,45126,44196,1351090,1285506,355184,346443,33241,32479,102945,97739,7937,7596,426164,394381,390048,359448,17389,16926,7292,6738,2915,2839,1193,1127,7327,7303,396565,365903,20565,20196,10138,9561,5163,5027,2078,1993
R,4,2010,19,4447636,2285538,2162098,1749409,1642881,360152,350516,28846,27797,90252,85498,5013,4900,51866,50506,1795300,1687508,382462,372554,44095,42907,110062,104389,10309,10013,1853166,1767592,1353701,1283629,342406,333536,21280,20825,87295,82578,3749,3667,44735,43357,1393316,1321982,361668,352530,33727,33069,104909,99235,8125,7907,432372,394506,395708,359252,17746,16980,7566,6972,2957,2920,1264,1233,7131,7149,401984,365526,20794,20024,10368,9838,5153,5154,2184,2106
R,4,2010,20,4473916,2302086,2171830,1763927,1650938,362392,352376,29504,28010,90849,86713,4980,4813,50434,48980,1808534,1694202,383336,373165,45159,43251,109883,105084,10136,9713,1872239,1784008,1370204,1297273,345100,335812,21876,21169,87977,83994,3740,3688,43342,42072,1408594,1334459,362955,353583,34740,33667,104912,100281,7991,7762,429847,387822,393723,353665,17292,16564,7628,6841,2872,2719,1240,1125,7092,6908,399940,359743,20381,19582,10419,9584,4971,4803,2145,1951
R,4,2010,21,4336121,2231426,2104695,1716155,1605339,341572,332801,28403,26952,93293,88864,4959,4555,47044,46184,1757664,1645889,360480,351715,43431,41897,111359,106336,9901,9306,1815033,1734588,1334541,1266997,325118,317574,20818,20415,90520,86233,3716,3493,40320,39876,1370071,1302067,341173,333842,33120,32737,106598,101827,7820,7433,416393,370107,381614,338342,16454,15227,7585,6537,2773,2631,1243,1062,6724,6308,387593,343822,19307,17873,10311,9160,4761,4509,2081,1873
R,4,2010,22,4316097,2220354,2095743,1716320,1605133,332694,325007,28357,26822,93008,89688,4953,4635,45022,44458,1755929,1644177,350380,342915,43285,41588,110188,106570,9728,9189,1802135,1725598,1331872,1266493,316795,310079,20997,20132,90224,87093,3709,3581,38538,38220,1365780,1300078,331733,325283,33318,32283,105453,102140,7683,7394,418219,370145,384448,338640,15899,14928,7360,6690,2784,2595,1244,1054,6484,6238,390149,344099,18647,17632,9967,9305,4735,4430,2045,1795
R,4,2010,23,4277700,2202444,2075256,1709006,1594778,323416,314943,27981,26373,93405,91603,4811,4544,43825,43015,1747475,1632405,340030,332010,43068,41162,110130,107730,9541,8957,1785906,1709190,1325834,1259568,307755,300401,20529,19678,90738,89063,3599,3510,37451,36970,1358666,1291877,321703,314879,32992,31897,105588,103452,7538,7193,416538,366066,383172,335210,15661,14542,7452,6695,2667,2540,1212,1034,6374,6045,388809,340528,18327,17131,10076,9265,4542,4278,2003,1764
R,4,2010,24,4344102,2240925,2103177,1743019,1617096,323929,315800,28332,26332,97913,97051,5006,4645,42726,42253,1780312,1653863,339759,332012,43485,41337,114336,113038,9750,9182,1815671,1736363,1350831,1280669,308508,301521,20804,19762,95329,94506,3766,3633,36433,36272,1382564,1312186,321710,315197,33268,32252,109958,108743,7720,7483,425254,366814,392188,336427,15421,14279,7528,6570,2584,2545,1240,1012,6293,5981,397748,341677,18049,16815,10217,9085,4378,4295,2030,1699
R,4,2010,25,4324226,2229969,2094257,1736966,1611783,317717,308460,28004,26262,101002,102035,5109,4582,41171,41135,1772795,1647543,332414,323730,42982,41249,117153,117868,9706,9034,1798646,1727264,1338500,1274362,302486,294716,20485,19764,98308,99528,3813,3606,35054,35288,1368970,1305001,314649,307562,32820,32196,112709,113666,7643,7301,431323,366993,398466,337421,15231,13744,7519,6498,2694,2507,1296,976,6117,5847,403825,342542,17765,16168,10162,9053,4444,4202,2063,1733
R,4,2010,26,4289395,2214925,2074470,1724084,1591246,313551,304825,27539,25881,104522,107841,5161,4646,40068,40031,1758794,1625801,327552,319345,42318,40561,120168,123423,9918,9211,1774152,1708027,1316151,1254094,298338,291096,19988,19502,101913,105379,3842,3683,33920,34273,1345432,1283616,309784,303222,32149,31661,115802,119302,7846,7520,440773,366443,407933,337152,15213,13729,7551,6379,2609,2462,1319,963,6148,5758,413362,342185,17768,16123,10169,8900,4366,4121,2072,1691
R,4,2010,27,4355610,2248784,2106826,1752915,1616614,314373,306559,28447,25896,108982,113552,5007,4626,39060,39579,1786597,1650628,328011,320762,43073,40615,124135,129058,9558,9207,1787268,1730266,1324957,1269442,298937,292642,20440,19650,106201,111047,3634,3627,33099,33858,1353390,1298428,309993,304499,32566,31885,119728,124914,7479,7514,461516,376560,427958,347172,15436,13917,8007,6246,2781,2505,1373,999,5961,5721,433207,352200,18018,16263,10507,8730,4407,4144,2079,1693
R,4,2010,28,4350954,2226248,2124706,1735559,1625242,307084,310231,26691,24445,113961,120761,5238,4985,37715,39042,1767592,1658268,319788,324414,40785,38606,129246,136440,10057,9848,1758819,1744454,1302056,1275104,291078,295598,18802,18260,111216,118245,3843,3949,31824,33298,1328968,1303154,301264,307257,30359,30026,124875,132252,7921,8090,467429,380252,433503,350138,16006,14633,7889,6185,2745,2516,1395,1036,5891,5744,438624,355114,18524,17157,10426,8580,4371,4188,2136,1758
R,4,2010,29,4416114,2246028,2170086,1751885,1656793,307256,318685,26797,24522,118038,126800,5504,5087,36548,38199,1782461,1688754,319473,332771,40167,37961,133215,142306,10592,10146,1773500,1786619,1313655,1304233,291047,303431,18728,18345,115161,124079,4039,4046,30870,32485,1339269,1331226,300714,314908,29756,29450,128843,137991,8476,8392,472528,383467,438230,352560,16209,15254,8069,6177,2877,2721,1465,1041,5678,5714,443192,357528,18759,17863,10411,8511,4372,4315,2116,1754
R,4,2010,30,4323559,2199624,2123935,1715695,1617998,299849,313427,25475,23406,119252,127900,5515,5008,33838,36196,1743879,1648136,311400,326797,37954,36077,133167,142807,10194,9735,1726006,1743902,1276059,1268457,283632,298165,17567,17299,116352,125246,4038,3998,28358,30737,1299447,1293854,292601,308993,27824,27760,128863,138674,8118,8081,473618,380033,439636,349541,16217,15262,7908,6107,2900,2654,1477,1010,5480,5459,444432,354282,18799,17804,10130,8317,4304,4133,2076,1654
R,4,2010,31,4106310,2089845,2016465,1632945,1533571,278473,295702,24195,21971,117490,127305,5381,4788,31361,33128,1659097,1561084,289162,307841,35694,33804,130489,140997,9654,9082,1634597,1651944,1210078,1198616,263069,280601,16672,16196,114670,124714,3976,3820,26132,27997,1231654,1221685,271297,290324,26074,25877,126331,137041,7620,7582,455248,364521,422867,334955,15404,15101,7523,5775,2820,2591,1405,968,5229,5131,427443,339399,17865,17517,9620,7927,4158,3956,2034,1500
R,4,2010,32,4018494,2044474,1974020,1604368,1505526,265448,284945,23533,21513,116404,126158,5207,4669,29514,31209,1628960,1531450,275384,296219,34393,32488,128768,139301,9171,8737,1590645,1609211,1182419,1169639,250106,269853,16092,15916,113696,123636,3798,3684,24534,26483,1202641,1191456,257660,278860,24898,25026,124881,135529,7192,7174,453829,364809,421949,335887,15342,15092,7441,5597,2708,2522,1409,985,4980,4726,426319,339994,17724,17359,9495,7462,3887,3772,1979,1563
R,4,2010,33,3915069,1988801,1926268,1560423,1466643,253377,276286,22996,20884,118973,128326,5167,4564,27865,29565,1583535,1491153,262455,286963,33283,31350,130881,140916,8987,8375,1544340,1562186,1146261,1130975,239142,261624,15654,15342,116373,125814,3836,3523,23074,24908,1165187,1151458,246017,270005,23983,23943,127035,137129,7150,6809,444461,364082,414162,335668,14235,14662,7342,5542,2600,2512,1331,1041,4791,4657,418348,339695,16438,16958,9300,7407,3846,3787,1837,1566
R,4,2010,34,3869993,1963786,1906207,1538819,1449755,248590,272492,22359,20432,122604,130792,4950,4445,26464,28291,1560747,1473173,257193,282421,32212,30485,133859,142826,8614,8154,1523764,1543631,1128449,1115055,234563,257899,15141,15102,120109,128358,3611,3471,21891,23746,1146363,1134547,240982,265713,23185,23361,130218,139166,6763,6633,440022,362576,410370,334700,14027,14593,7218,5330,2495,2434,1339,974,4573,4545,414384,338626,16211,16708,9027,7124,3641,3660,1851,1521
R,4,2010,35,3950763,2004362,1946401,1575051,1485452,249188,274778,21858,19931,127185,134101,4928,4334,26152,27805,1596549,1508482,257658,284419,31627,29905,138392,145978,8502,7938,1567579,1584131,1167214,1150658,235452,260276,14874,14702,124744,131695,3634,3400,21661,23400,1184814,1169851,241762,267784,22811,22916,134852,142475,6723,6547,436783,362270,407837,334794,13736,14502,6984,5229,2441,2406,1294,934,4491,4405,411735,338631,15896,16635,8816,6989,3540,3503,1779,1391
R,4,2010,36,3807083,1922820,1884263,1508249,1435630,240368,267713,20957,19502,124125,130862,4586,4196,24535,26360,1528458,1457379,248078,276778,30304,29109,134753,142262,7914,7526,1512890,1536652,1125118,1114162,227571,253715,14436,14574,121813,128627,3486,3299,20466,22275,1141709,1132332,233289,260767,22168,22587,131455,138988,6408,6171,409930,347611,383131,321468,12797,13998,6521,4928,2312,2235,1100,897,4069,4085,386749,325047,14789,16011,8136,6522,3298,3274,1506,1355
R,4,2010,37,3957186,1995355,1961831,1563284,1495515,253198,281100,21640,19983,127395,134476,4656,4169,25182,26588,1583939,1517403,260957,290197,31368,29971,138253,145826,8089,7511,1582588,1610210,1177806,1170568,240119,266811,15085,15005,125016,132129,3497,3293,21065,22404,1194811,1188824,245941,273842,23164,23342,134888,142384,6499,6186,412767,351621,385478,324947,13079,14289,6555,4978,2379,2347,1159,876,4117,4184,389128,328579,15016,16355,8204,6629,3365,3442,1590,1325
